Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.30,0,2.1708788173983270595824743628,2.17087881739833,2.17087881739833,2.17087881739833,2.17087881739833,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,25562590
0.31,0,2.1727727254536906168302554678,2.17277272545369,2.17277272545369,2.17277272545369,2.17277272545369,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,26414670
0.32,0,2.1746789723969534474490260420,2.17467897239695,2.17467897239695,2.17467897239695,2.17467897239695,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,27266760
0.33,0,2.1765969521868203547447271274,2.17659695218682,2.17659695218682,2.17659695218682,2.17659695218682,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,28118850
0.34,0,2.1785259609658617127452267706,2.17852596096586,2.17852596096586,2.17852596096586,2.17852596096586,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,28970930
0.35,0,2.1804653432545176235435555086,2.18046534325452,2.18046534325452,2.18046534325452,2.18046534325452,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,29823020
0.36,0,2.1824145106667573935894720590,2.18241451066676,2.18241451066676,2.18241451066676,2.18241451066676,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,30675100
0.37,0,2.1843730720844273634995844315,2.18437307208443,2.18437307208443,2.18437307208443,2.18437307208443,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,31527190
0.38,0,2.1863401986957840715528382525,2.18634019869578,2.18634019869578,2.18634019869578,2.18634019869578,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,32379280
0.39,0,2.1883155903110650286062489406,2.18831559031106,2.18831559031106,2.18831559031106,2.18831559031106,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,33231360
0.40,0,2.1902988088762941064087124814,2.19029880887629,2.19029880887629,2.19029880887629,2.19029880887629,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,34083450
0.41,0,2.1922894570629241368687349925,2.19228945706292,2.19228945706292,2.19228945706292,2.19228945706292,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,34935540
0.42,0,2.1942871657815974489680235404,2.1942871657816,2.1942871657816,2.1942871657816,2.1942871657816,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,35787620
0.43,0,2.1962917471036753344767703007,2.19629174710368,2.19629174710368,2.19629174710368,2.19629174710368,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,36639710
0.44,0,2.1983025572926411436326921876,2.19830255729264,2.19830255729264,2.19830255729264,2.19830255729264,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,37491790
0.45,0,2.2003194540489069552070697691,2.20031945404891,2.20031945404891,2.20031945404891,2.20031945404891,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,38343880
0.46,0,2.2023421593116317028793085820,2.20234215931163,2.20234215931163,2.20234215931163,2.20234215931163,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,39195970
0.47,0,2.2043705528982993084457554201,2.2043705528983,2.2043705528983,2.2043705528983,2.2043705528983,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,40048050
0.48,0,2.2064039638775458616187686335,2.20640396387755,2.20640396387755,2.20640396387755,2.20640396387755,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,40900140
0.49,0,2.2084427264252498494482655811,2.20844272642525,2.20844272642525,2.20844272642525,2.20844272642525,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,41752220
0.50,0,2.2104863627439354300850178331,2.21048636274394,2.21048636274394,2.21048636274394,2.21048636274394,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,42604310
0.51,0,2.2125343445367827183328750437,2.21253434453678,2.21253434453678,2.21253434453678,2.21253434453678,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,43456400
0.52,0,2.2145870658976478569142468968,2.21458706589765,2.21458706589765,2.21458706589765,2.21458706589765,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,44308480
0.53,0,2.2166439219122203387961216615,2.21664392191222,2.21664392191222,2.21664392191222,2.21664392191222,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,45160570
0.54,0,2.2187047445000798129062577738,2.21870474450008,2.21870474450008,2.21870474450008,2.21870474450008,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,46012660
0.55,0,2.2207697949864595126468403227,2.22076979498646,2.22076979498646,2.22076979498646,2.22076979498646,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,46864740
0.56,0,2.2228384973861672065498254417,2.22283849738617,2.22283849738617,2.22283849738617,2.22283849738617,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,47716830
0.57,0,2.2249110155021789241746001214,2.22491101550218,2.22491101550218,2.22491101550218,2.22491101550218,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,48568910
0.58,0,2.2269868824434685944538479487,2.22698688244347,2.22698688244347,2.22698688244347,2.22698688244347,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,49421000
0.59,0,2.2290661366032683118858672517,2.22906613660327,2.22906613660327,2.22906613660327,2.22906613660327,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,50273080
0.60,0,2.2311486502792798003805034783,2.23114865027928,2.23114865027928,2.23114865027928,2.23114865027928,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,51125180
0.61,0,2.2372807439969572286252168047,2.23728074399696,2.23728074399696,2.23728074399696,2.23728074399696,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,51977260
0.62,0,2.2432708373046595391554422989,2.24327083730466,2.24327083730466,2.24327083730466,2.24327083730466,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,52829340
0.63,0,2.2492636974999398530969866395,2.24926369749994,2.24926369749994,2.24926369749994,2.24926369749994,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,53681430
0.64,0,2.2552596936989989303974608790,2.255259693699,2.255259693699,2.255259693699,2.255259693699,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,54533520
0.65,0,2.2612581255294888488019885845,2.26125812552949,2.26125812552949,2.26125812552949,2.26125812552949,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,55385600
0.66,0,2.2672593663544884248291082614,2.26725936635449,2.26725936635449,2.26725936635449,2.26725936635449,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,56237690
0.67,0,2.2732630045747394211585985399,2.27326300457474,2.27326300457474,2.27326300457474,2.27326300457474,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,57089780
0.68,0,2.2792692864863849272563451743,2.27926928648638,2.27926928648638,2.27926928648638,2.27926928648638,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,57941860
0.69,0,2.2852779434711935185702279956,2.28527794347119,2.28527794347119,2.28527794347119,2.28527794347119,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,58793950
0.70,0,2.2912889505117601245167013026,2.29128895051176,2.29128895051176,2.29128895051176,2.29128895051176,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,59646030
0.71,0,2.2973020459177561309205931081,2.29730204591776,2.29730204591776,2.29730204591776,2.29730204591776,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,60498120
0.72,0,2.3033174896210358189635062067,2.30331748962104,2.30331748962104,2.30331748962104,2.30331748962104,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,61350210
0.73,0,2.3093348889439696155589326789,2.30933488894397,2.30933488894397,2.30933488894397,2.30933488894397,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,62202300
0.74,0,2.3153546494466743173163266105,2.31535464944667,2.31535464944667,2.31535464944667,2.31535464944667,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,63054380
0.75,0,2.3213761023994031648785375302,2.3213761023994,2.3213761023994,2.3213761023994,2.3213761023994,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,63906460
0.76,0,2.3273994922730074522746025241,2.32739949227301,2.32739949227301,2.32739949227301,2.32739949227301,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,64758550
0.77,0,2.3334249285696272565042952251,2.33342492856963,2.33342492856963,2.33342492856963,2.33342492856963,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,65610640
0.78,0,2.3394520323948249555347388089,2.33945203239482,2.33945203239482,2.33945203239482,2.33945203239482,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,66462720
0.79,0,2.3454812159174009483963215512,2.3454812159174,2.3454812159174,2.3454812159174,2.3454812159174,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,67314820
0.80,0,2.3515118281341346303134329326,2.35151182813413,2.35151182813413,2.35151182813413,2.35151182813413,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,68166900
0.81,0,2.3575441229036384268612017187,2.35754412290364,2.35754412290364,2.35754412290364,2.35754412290364,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,69018980
0.82,0,2.3635782172357000339680234728,2.3635782172357,2.3635782172357,2.3635782172357,2.3635782172357,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,69871070
0.83,0,2.3696137429542923798973019146,2.36961374295429,2.36961374295429,2.36961374295429,2.36961374295429,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,70723150
0.84,0,2.3756509827572301698433037426,2.37565098275723,2.37565098275723,2.37565098275723,2.37565098275723,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,71575240
0.85,0,2.3816895704414252202640561006,2.38168957044143,2.38168957044143,2.38168957044143,2.38168957044143,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,72427330
0.86,0,2.3877299341648061649802416936,2.38772993416481,2.38772993416481,2.38772993416481,2.38772993416481,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,73279420
0.87,0,2.3937714304867597189649563749,2.39377143048676,2.39377143048676,2.39377143048676,2.39377143048676,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,74131500
0.88,0,2.3998144891781333024922808021,2.39981448917813,2.39981448917813,2.39981448917813,2.39981448917813,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,74983580
0.89,0,2.4058588873045622281479039873,2.40585888730456,2.40585888730456,2.40585888730456,2.40585888730456,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,75835670
0.90,0,2.4119046393433391479050852760,2.41190463934334,2.41190463934334,2.41190463934334,2.41190463934334,0,0,0,0,44.8915947776359,105.30480808740600577202869082,105.30480808740600577202869082,76687760
0.91,0,2.42830559089087,2.42830559089087,2.42830559089087,2.42830559089087,2.42830559089087,0,0,0,0,46.8662468994683,105.790783205647,105.762775212199,77539850
0.92,0,2.47750844553348,2.47750844553348,2.47750844553348,2.47750844553348,2.47750844553348,0,0,0,0,48.8408990213006,106.276758323888,106.220742336992,78391940
0.93,0,2.63640438315372,2.63640438315372,2.63640438315372,2.63640438315372,2.63640438315372,0,0,0,0,50.815551143133,106.762733442129,106.678709461785,79244020
0.94,0,2.88039197643029,2.88039197643029,2.88039197643029,2.88039197643029,2.88039197643029,0,0,0,0,52.7902032649654,107.248708560371,107.136676586578,80096100
0.95,0,3.12437956970686,3.12437956970686,3.12437956970686,3.12437956970686,3.12437956970686,0,0,0,0,54.7648553867978,107.734683678612,107.594643711371,80948190
0.96,0,3.36836716298343,3.36836716298343,3.36836716298343,3.36836716298343,3.36836716298343,0,0,0,0,56.7395075086301,108.220658796853,108.052610836164,81800270
0.97,0,3.61235475626001,3.61235475626001,3.61235475626001,3.61235475626001,3.61235475626001,0,0,0,0,58.7141596304625,108.706633915094,108.510577960958,82652370
0.98,0,3.85634234953658,3.85634234953658,3.85634234953658,3.85634234953658,3.85634234953658,0,0,0,0,60.6888117522949,109.192609033335,108.968545085751,83504450
0.99,0,4.10032994281315,4.10032994281315,4.10032994281315,4.10032994281315,4.10032994281315,0,0,0,0,62.6634638741273,109.678584151576,109.426512210544,84356540
1.00,0,4.34431753608973,4.34431753608972,4.34431753608972,4.34431753608972,4.34431753608972,0,0,0,0,64.6381159959596,110.164559269818,109.884479335337,85208620
1.01,0,4.5883051293663,4.5883051293663,4.5883051293663,4.5883051293663,4.5883051293663,0,0,0,0,66.612768117792,110.650534388059,110.34244646013,86060700
1.02,0,4.83229272264287,4.83229272264287,4.83229272264287,4.83229272264287,4.83229272264287,0,0,0,0,68.5874202396244,111.1365095063,110.800413584923,86912790
1.03,0,5.07628031591945,5.07628031591944,5.07628031591944,5.07628031591944,5.07628031591944,0,0,0,0,70.5620723614568,111.622484624541,111.258380709716,87764880
1.04,0,5.32026790919602,5.32026790919602,5.32026790919602,5.32026790919602,5.32026790919602,0,0,0,0,72.5367244832891,112.108459742782,111.716347834509,88616960
1.05,0,5.5642555024725920944694580419,5.56425550247259,5.56425550247259,5.56425550247259,5.56425550247259,0,0.000000,0.000000,0,74.511376605121508597029128003,112.59443486102334802212077493,112.17431495930228815878957353,89469050
1.06,0,5.7358578147254917212828141766,5.73585781472549,5.73585781472549,5.73585781472549,5.73585781472549,0,0.000000,0.000000,0,73.574156154047568597029128004,112.39867773701744092136097868,111.97547487108554601696481978,90321140
1.07,0,5.9245305048315458576044831406,5.92453050483154,5.92453050483154,5.92453050483154,5.92453050483154,0,0.000000,0.000000,0,72.705796992324428597029128003,112.21163534908442128538491104,111.7855715763886210462047798,91173230
1.08,0,6.1272481489115572230354037189,6.12724814891156,6.12724814891156,6.12724814891156,6.12724814891156,0,0.000000,0.000000,0,71.891552328073428597029128003,112.03102093278014882096347134,111.60227376293779496870981958,92025310
1.09,0,6.3430413221057637676949560720,6.34304132210576,6.34304132210576,6.34304132210576,6.34304132210576,0,0.000000,0.000000,0,71.121177353434088597029128004,111.85542618942479865542875365,111.42414011750313165595700018,92877400
1.10,0,6.5713463011433764342080782047,6.57134630114338,6.57134630114338,6.57134630114338,6.57134630114338,0,0.000000,0.000000,0,70.387287312093808597029128004,111.68363248624362681018860983,111.24993076156469518360176874,93729490
1.11,0,6.8117819771626586223391768368,6.81178197716266,6.81178197716266,6.81178197716266,6.81178197716266,0,0.000000,0.000000,0,69.684284744600578597029128004,111.51487135368820697872391498,111.07885929555483761884086913,94581570
1.12,0,7.0640724128723422891729211447,7.06407241287234,7.06407241287234,7.06407241287234,7.06407241287234,0,0.000000,0.000000,0,69.007823034951998597029128004,111.34848025244323036742307812,110.91025008561354161614395618,95433660
1.13,0,7.3280092277815891173356181842,7.32800922778159,7.32800922778159,7.32800922778159,7.32800922778159,0,0.000000,0.000000,0,68.354505216230478597029128004,111.1838733199127539947927478,110.74350801518748912264653583,96285740
1.14,0,7.6034322012017149553231762479,7.60343220120172,7.60343220120172,7.60343220120172,7.60343220120172,0,0.000000,0.000000,0,67.721533578791588597029128003,111.02076847367543688941914442,110.57834086676192652205153135,97137820
1.15,0,7.7639082454767683245893731544,7.76390824547677,7.76390824547677,7.76390824547677,7.76390824547677,0,0.000000,0.000000,0,67.119023967184848597029128004,110.86306457906651428155495951,110.41866889085362820995850472,97989910
1.16,0,7.7350529324076102306365576348,7.73505293240761,7.73505293240761,7.73505293240761,7.73505293240761,0,0.000000,0.000000,0,66.503964881244298597029128004,110.69360332134130835484237463,110.24727040832425941130356145,98842000
1.17,0,7.7161350526382101179706496065,7.71613505263821,7.71613505263821,7.71613505263821,7.71613505263821,0,0.000000,0.000000,0,65.854730819044938597029128004,110.50373861847339016604499374,110.05546384929132356009870875,99694080
1.18,0,7.7060691490142959302158214070,7.7060691490143,7.7060691490143,7.7060691490143,7.7060691490143,0,0.000000,0.000000,0,65.188943791394708597029128004,110.29988729785038132739316738,109.84970062039304262703520923,100546200
1.19,0,7.7002663284229032988989695254,7.7002663284229,7.7002663284229,7.7002663284229,7.7002663284229,0,0.000000,0.000000,0,64.518432660548848597029128004,110.08665229526489748207422433,109.63460516279648914856895804,101398300
1.20,0,7.6920781238275416722949625989,7.69207812382754,7.69207812382754,7.69207812382754,7.69207812382754,0,0.000000,0.000000,0,63.851170064893608597029128003,109.86744941138622485962435447,109.41360553965405357465121134,102250400
1.21,0,7.6905752914689608815857997246,7.69057529146896,7.69057529146896,7.69057529146896,7.69057529146896,0,0.000000,0.000000,0,63.192480173845338597029128003,109.64459789416152223126814468,109.18903038364544343435432377,103102400
1.22,0,7.6952345418214573085156883732,7.69523454182146,7.69523454182146,7.69523454182146,7.69523454182146,0,0.000000,0.000000,0,62.545880236297958597029128003,109.41986831159039600215249487,108.96265485459180545584298975,103954500
1.23,0,7.7056124485396101636280685107,7.70561244853961,7.70561244853961,7.70561244853961,7.70561244853961,0,0.000000,0.000000,0,61.913643999881238597029128003,109.1946261028869574129885046,108.73584583363278570457970423,104806600
1.24,0,7.7213316779069934383097919575,7.72133167790699,7.72133167790699,7.72133167790699,7.72133167790699,0,0.000000,0.000000,0,61.297100226971538597029128004,108.96983021030695400483064375,108.50956245103758050821150605,105658700
1.25,0,7.7420688803799335978440792242,7.74206888037993,7.74206888037993,7.74206888037993,7.74206888037993,0,0.000000000,0.000000000,0,60.697043851490208597029128004,108.74623545153832462401601451,108.28455853806788229330344361,106510800
1.26,0,7.7675450318862958225108356699,7.7675450318863,7.7675450318863,7.7675450318863,7.7675450318863,0,0.000000,0.000000,0,60.113789304418828597029128004,108.52428422769104809371490083,108.06127614773240820742851973,107362900
1.27,0,7.7975186778620402394396403863,7.79751867786204,7.79751867786204,7.79751867786204,7.79751867786204,0,0.000000,0.000000,0,59.547343685441238597029128003,108.30455057548307866691553595,107.84028457067324455806788889,108214900
1.28,0,7.8317795567343702834407188933,7.83177955673437,7.83177955673437,7.83177955673437,7.83177955673437,0,0.000000,0.000000,0,58.997504970647778597029128003,108.08720068074515054756174279,107.62174918183210643989174776,109067000
1.29,0,7.8701438510822305877245594993,7.87014385108223,7.87014385108223,7.87014385108223,7.87014385108223,0,0.000000,0.000000,0,58.463968106238488597029128004,107.87251214598237251700460214,107.40594415432051241967502469,109919100
1.30,0,7.9124505852201374192092575919,7.91245058522014,7.91245058522014,7.91245058522014,7.91245058522014,0,0.000000,0.000000,0,57.946277190897558597029128004,107.66063539152634547319977093,107.19301686426841689081593066,110771200
1.31,0,7.958558003286706024126820167,7.95855800328671,7.95855800328671,7.95855800328671,7.95855800328671,0,0.000000,0.000000,0,57.443940526179908597029128004,107.45169129807809361915572423,106.98308503960399428812136246,111623300
1.32,0,8.008340858215130470348422018,8.00834085821513,8.00834085821513,8.00834085821513,8.00834085821513,0,0.000000,0.000000,0,56.956447710310848597029128004,107.2457165513168426280493009,106.77618306975541296690975641,112475400
1.33,0,8.061688610233782050594700724,8.06168861023378,8.06168861023378,8.06168861023378,8.06168861023378,0,0.000000,0.000000,0,56.483223747073628597029128004,107.04275618042887526483236248,106.57235281320866425354672673,113327500
1.34,0,8.118503312468701372597290772,8.1185033124687,8.1185033124687,8.1185033124687,8.1185033124687,0,0.000000,0.000000,0,56.023727101635688597029128003,106.84280411947460996711350318,106.3715858591182134064505287,114179600
1.35,0,8.178697774018994055771453029,8.17869777401899,8.17869777401899,8.17869777401899,8.17869777401899,0,0.000000,0.000000,0,55.577420731210868597029128003,106.64593061654356833128094692,106.17394878490699738350717586,115031600
1.36,0,8.242194568498335016430667405,8.24219456849834,8.24219456849834,8.24219456849834,8.24219456849834,0,0.000000,0.000000,0,55.143742156555858597029128003,106.4520437272960656602114301,105.97934804042457437191448903,115883700
1.37,0,8.246371977843068393781571785,8.24637197784307,8.24637197784307,8.24637197784307,8.24637197784307,0,0.000000,0.000000,0,54.643547506868598597029128003,106.30254680818060293747705147,105.82785698650723852087545159,116735800
1.38,0,8.198569594925345742566487332,8.19856959492534,8.19856959492534,8.19856959492534,8.19856959492534,0,0.000000,0.000000,0,54.080738561374278597029128004,106.19558756780062544977326456,105.71764413828753608458707943,117587900
1.39,0,8.152547018247769318900757957,8.15254701824777,8.15254701824777,8.15254701824777,8.15254701824777,0,0.000000,0.000000,0,53.522616728807438597029128004,106.09551097051691160527844197,105.61417799816946585125459132,118440000
1.40,0,8.108188634872675807169404772,8.10818863487268,8.10818863487268,8.10818863487268,8.10818863487268,0,0.00000,0.00000,0,52.970377165944298597029128004,106.00150561515823572764467769,105.51666776904985878393467372,119292100
1.41,0,8.065388538733513120055208772,8.06538853873351,8.06538853873351,8.06538853873351,8.06538853873351,0,0.000000,0.000000,0,52.424898770195318597029128003,105.91288289602771140419777686,105.42444176934223985300493455,120144200
1.42,0,8.024050309603293024535193000,8.02405030960329,8.02405030960329,8.02405030960329,8.02405030960329,0,0.000000,0.000000,0,51.891592737478658597029128004,105.8238322230374941729338642,105.33183451366830701385787657,120996200
1.43,0,7.984085673387476159900043069,7.98408567338748,7.98408567338748,7.98408567338748,7.98408567338748,0,0.000000,0.000000,0,51.369707806971888597029128003,105.7351352912375124977416048,105.2396114578678363810456708,121848300
